gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000197275.8,RAD54B,3.02562787058,0.489766683825,0.0024811746568,0.00578847583613,0.0114828470578,0.0490163056562,0.0215573376079,9,9,9
ENSG00000179869.10,ABCA13,3.0102203102,0.0751196699589,0.00261058257049,0.159346477461,0.111624492172,2.94513380466e-10,4.50617275839e-10,85,88,88
ENSG00000188687.11,SLC4A5,2.98112034486,0.0524366682841,0.00287195906584,0.069794571664,0.0958182676803,6.12780297005e-09,8.20005880658e-09,21,22,22
ENSG00000154079.5,C6orf57,2.97906854515,0.210662841422,0.0028912609202,0.0388275793286,0.053428510978,1.76998650163e-05,1.54013126971e-05,13,15,15
ENSG00000177096.4,FAM109B,2.97331315823,0.160887202611,0.00294603707952,0.0605254576135,0.118445766943,7.84217095086e-11,1.27371062002e-10,15,16,16
ENSG00000163322.9,FAM175A,-2.93616129762,-0.156243787421,0.00332301486108,0.0304777975607,0.0117316233918,0.0466147553972,0.0206496176906,38,38,38
ENSG00000124785.4,NRN1,-2.87771422065,-0.130082924097,0.00400567836283,0.0682194431574,0.180473727192,3.04195338053e-16,8.00463279834e-16,33,36,36
ENSG00000186523.10,FAM86B1,-2.87122132491,-0.133554519466,0.00408889129834,0.0143345809865,0.0133056959373,0.0340132407542,0.0157054350469,14,15,15
ENSG00000113269.9,RNF130,-2.8690622482,-0.110765080151,0.00411690767105,0.0481508070377,0.0936919643093,9.18938162698e-09,1.2109585006e-08,9,9,9
ENSG00000214309.3,MBLAC1,2.85790833903,0.0796768281374,0.00426443556473,0.0723714941488,0.117649124458,9.15670583631e-11,1.47479756069e-10,16,17,17
ENSG00000118473.17,SGIP1,-2.85307655513,-0.113849134853,0.00432981894251,0.0745261983606,0.101849131043,1.93407735707e-09,2.7324815852e-09,41,41,41
ENSG00000239961.2,LILRA4,-2.84679246635,-0.065453688241,0.0044162142304,0.237110884572,0.292272434668,4.78632540385e-27,2.88529784487e-26,56,59,59
ENSG00000136869.13,TLR4,2.83660336612,0.0682960176436,0.00455962163338,0.284321278604,0.328752365058,6.21917367071e-31,4.9354568894e-30,57,58,58
ENSG00000160712.8,IL6R,2.83354418584,0.223913261,0.00460349432261,0.0314153169085,0.07896259502,1.49430332017e-07,1.72687454667e-07,7,7,7
ENSG00000135925.4,WNT10A,2.82348593457,0.49482388214,0.00475045102948,0.00319509321315,0.0072946777685,0.117051287743,0.0454527240202,3,3,3
ENSG00000169255.9,B3GALNT1,-2.80411958525,-0.240090607634,0.0050454187789,0.0131272879039,0.00887865787842,0.0836716488066,0.0341514290161,18,18,18
ENSG00000115295.15,CLIP4,-2.80296933097,-0.32080165195,0.0050634484099,0.0127485698618,0.0217955388592,0.00654673490943,0.00360111445036,16,16,16
ENSG00000175344.12,CHRNA7,-2.78236910805,-0.0690981539967,0.00539636279437,0.094626401722,0.111872867708,2.80700818566e-10,4.31061519085e-10,22,22,22
ENSG00000117408.6,IPO13,-2.77758909302,-0.171103904776,0.00547638243581,0.0314134828195,0.034810177373,0.000565272534355,0.000386149307667,19,20,20
ENSG00000133398.3,MED10,-2.77476074405,-0.270476293514,0.0055242331342,0.00805869384795,0.0161160456426,0.0195572028619,0.00959020250193,6,8,8
ENSG00000078237.4,C12orf5,-2.7657670147,-0.327339775624,0.00567890920056,0.00510297882127,0.00798637223982,0.100967753784,0.040158674006,7,7,7
ENSG00000198000.7,NOL8,2.76520319856,0.291115284341,0.00568873471966,0.0124526213982,0.0249677866595,0.00358465457672,0.00208763730028,6,6,6
ENSG00000178623.7,GPR35,2.74852219309,0.120642872546,0.00598645820721,0.0779140636377,0.135972787204,2.51485735905e-12,4.64745582328e-12,21,21,21
ENSG00000116014.5,KISS1R,-2.73758748881,-0.174806468185,0.00618916551592,0.0268670291547,0.0203234182809,0.00867387843947,0.00464385024023,23,23,23
ENSG00000198033.7,TUBA3C,-2.72997421017,-0.125922190961,0.00633392803584,0.0310187103831,0.0454670670705,7.77606158974e-05,6.13048446183e-05,19,19,19
ENSG00000184708.13,EIF4ENIF1,-2.72897760643,-0.141785569708,0.00635310179794,0.0322632775672,0.0183835793327,0.0125951171461,0.00647769170941,24,24,24
ENSG00000239998.1,LILRA2,-2.7274200247,-0.0698614333418,0.00638317289977,0.139415745373,0.219866908627,7.03498255389e-20,2.51667287051e-19,20,20,20
ENSG00000183323.8,CCDC125,-2.72484573036,-0.101045635217,0.00643315379921,0.150067794699,0.215883603657,1.67000939698e-19,5.80047391396e-19,19,20,20
ENSG00000146830.9,GIGYF1,2.71266546483,0.105447569046,0.00667444499841,0.0698753124704,0.088440430812,2.49256452107e-08,3.13317945201e-08,18,18,18
ENSG00000129347.15,KRI1,-2.70020479584,-0.194564962809,0.00692968045776,0.0404618401498,0.0698760661596,8.23104863572e-07,8.67645835317e-07,8,8,8
ENSG00000182500.7,ORAI1,2.69913876487,0.275715778336,0.0069519182399,0.0121105410274,0.0244112613304,0.00398281373254,0.00229447372846,3,3,3
ENSG00000163848.14,ZNF148,-2.69359569088,-0.319026632418,0.00706858516245,0.010337252374,0.0100249434647,0.0659780894018,0.0278451042559,17,17,17
ENSG00000128383.8,APOBEC3A,-2.67232062608,-0.134083984082,0.00753286352757,0.0368302130928,0.0565670072878,9.87057218141e-06,8.97815964119e-06,20,20,20
ENSG00000137185.7,ZSCAN9,2.66354056385,0.0953826982573,0.00773230887337,0.0577912980637,0.0790246082778,1.4769529118e-07,1.70920661086e-07,8,8,8
ENSG00000176659.5,C20orf197,2.65583525893,0.181872663906,0.00791122517388,0.00989108119863,0.0194688000178,0.0102195141045,0.00536933589875,13,14,14
ENSG00000166685.7,COG1,-2.65249664217,-0.15235696566,0.00798989226127,0.0618386311767,0.122794245001,3.35865138694e-11,5.64139983264e-11,17,17,17
ENSG00000085231.9,TAF9,-2.63354430933,-0.292009258764,0.00844988095745,0.017083474679,0.0479512388795,4.90038616543e-05,3.98730476224e-05,10,10,10
ENSG00000075914.8,EXOSC7,-2.63083683361,-0.143960582769,0.00851749183416,0.0218683013456,0.0135382586072,0.0324772713738,0.0150789576891,22,24,24
ENSG00000116273.5,PHF13,2.62135048872,0.213271684653,0.00875821689625,0.0256561337535,0.0578010702159,7.84427166644e-06,7.21884771105e-06,5,5,5
ENSG00000110906.8,KCTD10,2.617827536,0.167564207832,0.00884915173032,0.0171722821468,0.0427598702982,0.000128628131971,9.82233121683e-05,5,5,5
ENSG00000241058.1,NSUN6,2.61423668782,0.112723066816,0.00894270616882,0.0990641077975,0.128841748017,1.02666992321e-11,1.8029529463e-11,28,28,28
ENSG00000122678.10,POLM,2.61231724401,0.043318350347,0.00899307598101,0.233984262291,0.334151083801,1.58879936207e-31,1.2978139619e-30,29,29,29
ENSG00000179163.11,FUCA1,-2.60908280321,-0.121637925062,0.00907852716009,0.086408512312,0.140594398388,1.00514416503e-12,1.9241495384e-12,34,35,35
ENSG00000167395.10,ZNF646,2.59610971369,0.226903601553,0.00942859534353,0.0216919284725,0.0152764736303,0.0230487961625,0.0111154401397,9,11,11
ENSG00000136274.8,NACAD,2.58759211251,0.434436013023,0.00966493509213,0.00725860178964,0.00778755600726,0.105327995636,0.0416353678616,5,5,5
ENSG00000141294.5,LRRC46,2.58343387604,0.116915278621,0.00978222167426,0.0725373379653,0.139479325403,1.25457284062e-12,2.37983138195e-12,12,12,12
ENSG00000174307.5,PHLDA3,2.58078028165,1.05434284116,0.00985772994526,0.00102852138512,0.00928711692506,0.0768451866328,0.0317736878898,6,7,7
ENSG00000124275.10,MTRR,2.57989924292,0.337961324186,0.00988291457225,0.0104127345116,0.0219963483492,0.00630087259363,0.00347808124043,6,6,6
ENSG00000166888.6,STAT6,-2.57275748253,-2.19699674377,0.0100891877282,0.000184919473027,0.0125507951231,0.0395414983947,0.0178569470058,1,1,1
ENSG00000112977.11,DAP,-2.56892813946,-0.0447381956417,0.0102013609435,0.340168922501,0.211572699788,4.23654329898e-19,1.43375584738e-18,117,124,124
ENSG00000142655.8,PEX14,-2.56804501173,-0.231367526543,0.0102273874896,0.0241345663602,0.0612129662985,4.15366665918e-06,3.9666024835e-06,4,4,4
ENSG00000182010.6,RTKN2,-2.56706613899,-0.177960273193,0.0102563047799,0.0246983434924,0.064983966688,2.05492414185e-06,2.05798985975e-06,6,7,7
ENSG00000164251.4,F2RL1,2.56277745195,0.0745486001346,0.010383858413,0.242121957454,0.391699723592,3.73098779294e-38,4.39264377643e-37,15,15,15
ENSG00000112874.5,NUDT12,2.56016922321,0.127148892167,0.0104621205579,0.0425177792526,0.10112861515,2.22046158463e-09,3.11253815649e-09,4,4,4
ENSG00000141030.8,COPS3,2.55178544029,0.134450640775,0.0107172495591,0.0775121885499,0.174249783121,1.10294005306e-15,2.78505968686e-15,15,16,16
ENSG00000106178.2,CCL24,2.55165068723,0.299313621643,0.0107213950454,0.0147817211973,0.0125782816296,0.0393245983163,0.0177814097828,7,7,7
ENSG00000006638.7,TBXA2R,2.5484986019,0.134422490476,0.0108187720508,0.0566302205506,0.0454524169292,7.79726592783e-05,6.14309834883e-05,44,45,45
ENSG00000167363.9,FN3K,-2.54536179234,-0.0815571520342,0.0109164568228,0.159647678258,0.196782823938,9.9609224797e-18,2.98083064419e-17,18,18,18
ENSG00000145908.8,ZNF300,2.54471189331,0.195715588326,0.0109367933673,0.0288886988149,0.0163510314979,0.0186810100334,0.00920554835299,33,34,34
ENSG00000168090.5,COPS6,-2.54369555003,-0.0891494645128,0.0109686641294,0.0320084729697,0.0631523690021,2.89274135089e-06,2.83922924651e-06,8,8,8
ENSG00000188820.8,FAM26F,2.54353012232,0.0767707626731,0.0109738594577,0.0951726242697,0.2139385148,2.54330158449e-19,8.73688787872e-19,31,33,33
ENSG00000119446.9,RBM18,2.54229362704,0.462394012083,0.0110127614266,0.00618714097674,0.00822858178878,0.0959192812744,0.0384372331289,16,16,16
ENSG00000033178.8,UBA6,2.53520332557,0.144719461465,0.0112382075657,0.0666745631283,0.146924245946,2.84217651805e-13,5.72484135656e-13,20,20,20
ENSG00000178297.8,TMPRSS9,-2.53418540588,-0.0473265447153,0.0112709079696,0.113027192465,0.200254713473,4.77035588645e-18,1.47871343708e-17,6,6,6
ENSG00000104974.6,LILRA1,-2.532950746,-0.0786515532482,0.011310684466,0.12529883468,0.169926645584,2.68422063867e-15,6.58641476801e-15,21,22,22
ENSG00000100311.12,PDGFB,2.52666515884,0.285893665941,0.0115151231175,0.0189674601684,0.00829605944154,0.0945620985268,0.0379540251774,18,18,18
ENSG00000086102.14,NFX1,2.52342747221,0.11253093375,0.01162170312,0.063727690905,0.113295179048,2.13152643174e-10,3.31800428619e-10,9,9,9
ENSG00000104687.8,GSR,2.5123478069,0.124139498191,0.0119930823152,0.0318221113617,0.0182314487244,0.0129705898089,0.00665169958524,36,36,36
ENSG00000070010.14,UFD1L,-2.50979304012,-0.131104689578,0.0120801938207,0.0330262917722,0.0367427840148,0.000394207931923,0.000277065386713,25,26,26
ENSG00000147689.12,FAM83A,2.5023265433,0.121636241026,0.0123380067584,0.0387529816805,0.0405707272392,0.000193272694694,0.000143141415891,29,29,29
ENSG00000089335.16,ZNF302,-2.50156127959,-0.063899845531,0.0123647041964,0.164939057332,0.231114610019,5.98561727581e-21,2.3307990782e-20,25,27,27
ENSG00000198208.7,RPS6KL1,2.49964213052,0.26040810637,0.0124318819526,0.0143158307475,0.0154376790135,0.022331736026,0.0108153903884,12,12,12
ENSG00000066336.7,SPI1,2.4928650856,2.37646221954,0.0126716984541,0.00015388651689,0.00934472397509,0.0759314977779,0.0314425572823,1,1,1
ENSG00000168546.6,GFRA2,2.49244597971,0.26944107905,0.012686662741,0.0192842795038,0.0550060521536,1.31981230829e-05,1.17616930646e-05,6,6,6
ENSG00000269858.1,EGLN2,2.49040710104,0.182279729077,0.0127596848103,0.0321968753469,0.0972240183532,4.68587480813e-09,6.32110569705e-09,6,7,7
ENSG00000126790.7,L3HYPDH,2.48759308835,0.0897058449592,0.012861079059,0.138401581474,0.144791272971,4.35419506262e-13,8.62493708978e-13,50,50,50
ENSG00000078114.14,NEBL,-2.48594464009,-0.0721983184564,0.0129208063601,0.177624301478,0.236499473002,1.8173873259e-21,7.41777196571e-21,29,29,29
ENSG00000134545.9,KLRC1,-2.48334570059,-0.0998756659341,0.0130154707639,0.0905426403085,0.139523010812,1.24373100023e-12,2.36105118612e-12,24,28,28
ENSG00000095002.8,MSH2,2.47482357434,0.0502851631299,0.0133302007389,0.139322418958,0.163588428807,9.81289410939e-15,2.26594334909e-14,37,37,37
ENSG00000128463.8,EMC4,-2.47101745141,-0.151380311003,0.0134729243754,0.0282435663447,0.0210235070657,0.00758634040935,0.0041134133176,28,29,29
ENSG00000167394.8,ZNF668,2.46304372948,0.09541344561,0.0137763112516,0.122193022575,0.178457693416,4.62148075952e-16,1.20222533578e-15,31,32,32
ENSG00000103269.9,RHBDL1,2.46171213726,0.128412815499,0.013827559792,0.0591787942706,0.0642042976062,2.37700594735e-06,2.35833657647e-06,38,39,39
ENSG00000119669.3,IRF2BPL,-2.4598908547,-0.224487028602,0.0138979274378,0.0158214286522,0.017560959872,0.0147669021093,0.00747506811394,22,22,22
ENSG00000183657.2,PP13439,-2.45912273697,-0.110946245549,0.0139276993363,0.041815542915,0.0719751450722,5.55442789939e-07,5.98326334863e-07,5,5,5
ENSG00000116353.11,MECR,-2.45651579769,-1.35317968676,0.0140291633734,0.000502612148828,0.0220428239086,0.00624531871712,0.00345045354406,2,2,2
ENSG00000166262.11,FAM227B,2.45598228676,0.178581558232,0.0140500082583,0.00965012613617,0.0163384897779,0.0187267388956,0.00922264561435,11,11,11
ENSG00000143375.10,CGN,-2.45070468946,-0.1740616593,0.0142576872446,0.00935415634471,0.010608773146,0.0585402166641,0.0251077702641,7,8,8
ENSG00000138363.10,ATIC,2.44824598588,0.139411988541,0.0143553611742,0.0437885894507,0.052027235112,2.29693745747e-05,1.9612230295e-05,29,30,30
ENSG00000102908.16,NFAT5,-2.44574928284,-1.20899948928,0.0144551481419,0.000663629949194,0.00687828347193,0.128078441313,0.04896887914,1,1,1
ENSG00000241945.3,PWP2,-2.43977069855,-3.33000858933,0.0146965871621,5.41293028068e-05,0.0152493993524,0.0231715351208,0.0111638973281,1,1,1
ENSG00000105607.8,GCDH,2.4336140783,0.0998102610388,0.0149489239846,0.102907238071,0.134380332437,3.44601744135e-12,6.28030590319e-12,34,36,36
ENSG00000038210.9,PI4K2B,2.43116703359,0.0758357150802,0.0150502744335,0.0519876580987,0.0976210194069,4.34371285214e-09,5.88168668593e-09,17,17,17
ENSG00000156253.2,RWDD2B,-2.42564800143,-0.147580333084,0.0152810835692,0.0409559776715,0.0857700866833,4.13362902607e-08,5.0813965853e-08,10,11,11
ENSG00000130766.4,SESN2,2.42407548696,0.148156235892,0.0153474149502,0.0466580200367,0.0809527593107,1.02696179003e-07,1.21078924878e-07,9,9,9
ENSG00000198131.9,ZNF544,2.4214975469,0.131712204406,0.0154567053628,0.0530503525388,0.0765093109086,2.37097107417e-07,2.66268194376e-07,22,22,22
ENSG00000163357.6,DCST1,2.40419387817,5.29869548253,0.0162081747013,4.05795238912e-05,0.0105066023195,0.0597747949012,0.0255757356219,1,1,1
ENSG00000197580.7,BCO2,2.40343536786,0.238621809054,0.0162418378182,0.0191622309451,0.0341775817035,0.000636125521309,0.000430214312974,11,11,11
ENSG00000165895.13,ARHGAP42,-2.39691906891,-0.431286144648,0.0165335750713,0.00353291123538,0.0105649400456,0.0590665353433,0.0252942723206,3,3,3
ENSG00000085871.4,MGST2,2.39306068462,0.106548867405,0.0167084773005,0.0687731202536,0.0712465704187,6.36724794997e-07,6.78596469411e-07,30,31,31
ENSG00000171806.7,METTL18,2.39047120443,0.09804845637,0.0168267686016,0.0537721516303,0.114163843569,1.80134897639e-10,2.82508262448e-10,11,11,11
ENSG00000141219.11,C17orf80,2.39005177978,0.144903259761,0.0168459975633,0.0616204917832,0.11881504685,7.29829110783e-11,1.18922580119e-10,16,16,16
ENSG00000125743.6,SNRPD2,2.37931776875,0.185334661917,0.0173447166535,0.0229131208932,0.0148280045558,0.0251713049379,0.0120142709808,27,28,28
ENSG00000166483.6,WEE1,2.37884935043,1.23294529648,0.0173667719137,0.000674106294315,0.00688814733641,0.127804307966,0.0488864283559,2,2,2
ENSG00000198756.6,COLGALT2,2.37647287099,0.0571867472443,0.0174790466656,0.309114708934,0.391524953516,3.91632544458e-38,4.54680976266e-37,37,38,38
ENSG00000093167.13,LRRFIP2,2.36574567211,0.169282537127,0.0179938005884,0.0332208926776,0.0471677178432,5.66862467227e-05,4.57528561266e-05,29,29,29
ENSG00000148688.9,RPP30,-2.36179216855,-0.148001719073,0.0181868347781,0.0256844342984,0.00894999702819,0.0824339486038,0.033767160226,26,26,26
ENSG00000204348.5,DXO,2.36138520694,0.162850117712,0.0182068076904,0.0146795933905,0.00733974798597,0.115921939623,0.0450630266838,11,11,11
ENSG00000105397.9,TYK2,2.36072918828,0.214463057386,0.0182390442895,0.0197424812921,0.020515180737,0.0083610959192,0.00449077289275,15,15,15
ENSG00000168268.6,NT5DC2,-2.35808563574,-0.0595687887755,0.0183694548011,0.165075365184,0.222854308741,3.66839350902e-20,1.34297245607e-19,34,34,34
ENSG00000183172.8,SMDT1,2.35628110949,0.0443002838667,0.0184589429239,0.476708708422,0.518735267793,2.63213746673e-55,9.16764592198e-54,58,59,59
ENSG00000108669.12,CYTH1,2.34604849717,0.202277219114,0.0189736385049,0.0235773165847,0.00996286810789,0.0668259721482,0.0281177643141,25,26,26
ENSG00000142233.7,NTN5,-2.34214958856,-0.116872628275,0.01917302862,0.0555701784131,0.0375606893705,0.000338482140969,0.000241554850602,48,49,49
ENSG00000103253.13,HAGHL,2.33173268315,0.0853079138251,0.0197147583195,0.10437033783,0.178358167051,4.71777206231e-16,1.22600262938e-15,11,11,11
ENSG00000177380.9,PPFIA3,-2.3297162056,-4.57253187791,0.0198211554557,4.95989261649e-05,0.021764855851,0.00658515084763,0.00361827734409,1,1,1
ENSG00000127418.10,FGFRL1,2.32851014063,0.19524784565,0.0198850314157,0.00535735417787,0.0176824785081,0.0144233933383,0.00731265860375,2,2,2
ENSG00000244509.3,APOBEC3C,-2.32850537923,-0.179006508072,0.0198852839456,0.0232547678454,0.0456807159271,7.47330498014e-05,5.91201060376e-05,16,16,16
ENSG00000164124.6,TMEM144,2.32849936351,0.0552331483343,0.0198856030058,0.210606451743,0.214497015541,2.25418030752e-19,7.75430508469e-19,50,52,52
ENSG00000186187.7,ZNRF1,2.3267144465,0.0843681518426,0.0199804684468,0.0544144768531,0.0668876635385,1.43978071078e-06,1.47250794162e-06,27,27,27
ENSG00000170473.12,WIBG,-2.32652888626,-0.200602115459,0.0199903533046,0.019496049708,0.0537113204232,1.67928268054e-05,1.46731606621e-05,12,13,13
ENSG00000105141.4,CASP14,2.3253800869,3.29540216187,0.0200516453086,5.61651151738e-05,0.0281521364319,0.00196645788027,0.00120341136023,1,1,1
ENSG00000064999.12,ANKS1A,-2.31890466004,-0.116052581427,0.0204002064056,0.0312881167732,0.014609561036,0.0262772954528,0.0124780366633,20,21,21
ENSG00000129646.9,QRICH2,-2.31841333987,-0.218143355586,0.020426867754,0.0152994777579,0.0434117206193,0.000113945780379,8.75715292903e-05,7,7,7
ENSG00000183762.8,KREMEN1,-2.31428747868,-0.110948733884,0.0206519581735,0.0897162960017,0.115788268994,1.31448163346e-10,2.08235786788e-10,19,21,21
ENSG00000120370.8,GORAB,2.30832366275,0.0958170031504,0.0209811412876,0.0729074943454,0.0656772471765,1.80529341516e-06,1.81961363602e-06,62,65,65
ENSG00000256713.3,PGA5,-2.29466699947,-0.0771125469846,0.0217522153987,0.102020479252,0.0491787919563,3.90064073336e-05,3.22299043731e-05,71,75,75
ENSG00000107902.9,LHPP,-2.29214822137,-0.0735502192228,0.0218970916182,0.162140056271,0.185940800016,9.738927012e-17,2.68086222186e-16,59,59,59
ENSG00000101115.8,SALL4,-2.29059646057,-0.123491342994,0.0219867638394,0.0525281994104,0.0366373911488,0.000402028302788,0.000282245443145,45,46,46
ENSG00000132781.13,MUTYH,-2.2808078895,-0.346513314722,0.0225598173296,0.00865057129481,0.0155357892453,0.021906626359,0.0106300365223,8,9,9
ENSG00000183486.8,MX2,2.27835378287,0.34787072318,0.0227055076652,0.0103279919196,0.0180818095805,0.013351085711,0.0068249165403,7,7,7
ENSG00000139083.6,ETV6,-2.27750364175,-0.345995450489,0.0227561674057,0.00792735934196,0.0202258248404,0.00883761111018,0.00472243613616,6,6,6
ENSG00000119638.8,NEK9,2.27141602408,0.300776741524,0.0231218052776,0.0116157200027,0.0266472162746,0.00261054058996,0.00156578469389,10,10,10
ENSG00000162437.10,RAVER2,2.26944152915,0.0926683752063,0.0232414891445,0.0693262351575,0.06346740097,2.72756074158e-06,2.68867980178e-06,68,71,71
ENSG00000160360.7,GPSM1,-2.26336340641,-0.336923466461,0.023613296593,0.00862124565199,0.00791960567833,0.102409675123,0.0406548040543,12,13,13
ENSG00000153976.2,HS3ST3A1,2.26136077708,0.148245968035,0.0237369255108,0.0568439042497,0.0940050136639,8.65757222421e-09,1.14388318479e-08,22,22,22
ENSG00000158716.4,DUSP23,2.25101501675,0.366312862342,0.0243845862837,0.00588767725846,0.00893128789339,0.0827566275041,0.033877203444,5,5,5
ENSG00000140941.8,MAP1LC3B,-2.25096078652,-0.135098742144,0.0243880211362,0.0421142399304,0.0219755583051,0.0063258858395,0.00348889122544,36,36,36
ENSG00000172023.3,REG1B,-2.2504735066,-0.143126241528,0.0244189034477,0.0387371572875,0.017144010082,0.0160105985893,0.00802365097632,32,32,32
ENSG00000115935.12,WIPF1,2.24982033336,0.152793745121,0.0244603527287,0.0241784888977,0.0280407488441,0.00200808204721,0.00122608769293,16,16,16
ENSG00000100426.6,ZBED4,-2.24947359854,-0.144719205861,0.0244823807031,0.0202024965105,0.0180606880273,0.013405704836,0.00685102189816,25,25,25
ENSG00000198870.6,C9orf96,-2.24888760613,-0.271575766594,0.024519647727,0.00937021697491,0.0108432991847,0.0558071697126,0.0241126173662,15,15,15
ENSG00000129009.8,ISLR,2.24737246751,0.176137467446,0.0246162330617,0.0136048329689,0.0232600021635,0.00495455447475,0.00279898920471,7,7,7
ENSG00000100304.12,TTLL12,2.23928245294,0.165269668575,0.0251375438613,0.0313874809996,0.0648667533037,2.1004086759e-06,2.10102504913e-06,8,8,8
ENSG00000244045.6,TMEM199,2.23650736118,0.305066102327,0.0253185556604,0.00944835240699,0.00774279776673,0.106337647797,0.0419749275099,5,5,5
ENSG00000166923.6,GREM1,-2.23647700758,-0.325340549213,0.0253205417647,0.00439198006244,0.00960486599873,0.071947743956,0.0299910115136,3,3,3
ENSG00000204520.8,MICA,-2.23318641182,-0.0418413625405,0.0255366540203,0.245322929887,0.248237410305,1.31451258764e-22,5.75296706763e-22,46,46,46
